District,Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index,Cases
rupnagar,2018,11,18.27,18.25,11.69,68.83,0.55,20.0,2.22,0.0,0.0,14.63,8.89,211.17,1015.62,28.67,2.44,163.4,14.12,6.3,0
rupnagar,2018,12,12.66,12.48,7.59,74.77,0.51,9.68,1.75,0.0,0.0,14.46,7.16,264.18,1018.01,20.07,1.86,151.02,13.04,5.94,0
rupnagar,2019,1,12.1,11.89,7.57,76.35,1.1,38.71,6.32,0.0,0.0,16.22,7.22,235.64,1018.88,45.27,1.54,139.75,12.1,5.52,2
rupnagar,2019,2,14.67,14.62,10.91,80.35,2.57,60.71,7.74,0.0,0.0,17.86,10.12,219.8,1016.21,60.75,2.01,166.96,14.39,6.43,1
rupnagar,2019,3,18.71,18.68,12.08,69.1,0.95,51.61,4.17,0.0,0.0,16.75,9.18,299.28,1013.49,39.65,2.51,226.22,19.57,7.94,1
rupnagar,2019,4,26.86,26.59,14.31,51.04,1.31,43.33,3.61,0.0,0.0,20.1,10.85,249.93,1007.79,38.24,2.52,274.28,23.67,9.0,1
rupnagar,2019,5,30.35,29.55,11.79,36.62,0.54,48.39,3.23,0.0,0.0,21.27,13.29,300.07,1004.48,32.81,3.07,299.9,25.94,9.55,1
rupnagar,2019,6,32.73,33.93,17.63,44.25,1.99,66.67,4.72,0.0,0.0,20.75,14.1,220.54,1000.17,30.0,3.05,299.59,25.83,9.2,2
rupnagar,2019,7,29.23,35.67,25.95,84.45,10.61,96.77,12.5,0.0,0.0,17.56,9.85,142.93,999.25,63.44,2.75,204.62,17.67,7.0,1
rupnagar,2019,8,28.98,36.04,26.5,87.41,8.93,93.55,11.69,0.0,0.0,14.17,8.82,173.24,1001.53,66.77,2.85,190.56,16.45,7.1,0
rupnagar,2019,9,28.62,33.49,24.87,81.08,5.07,96.67,12.5,0.0,0.0,14.24,7.97,178.37,1006.28,48.51,2.57,191.08,16.49,6.97,0
rupnagar,2019,10,24.32,24.86,18.91,74.29,0.25,35.48,1.61,0.0,0.0,15.08,8.29,218.61,1012.79,20.59,2.67,199.41,17.22,7.23,1
rupnagar,2019,11,18.71,18.7,13.83,75.75,1.47,33.33,3.75,0.0,0.0,15.56,6.95,262.58,1015.2,44.17,1.69,146.59,12.68,5.87,0
rupnagar,2019,12,11.53,11.4,8.75,84.49,1.02,16.13,2.55,0.0,0.0,14.08,6.24,292.37,1018.77,45.33,1.1,135.05,11.64,5.45,0
rupnagar,2020,1,11.7,11.54,8.56,82.59,2.16,51.61,6.45,0.0,0.0,15.61,6.99,239.63,1017.68,58.77,1.32,129.01,11.15,5.32,0
rupnagar,2020,2,15.13,15.02,10.07,74.2,0.34,34.48,3.02,0.0,0.0,17.96,8.1,283.12,1016.89,32.38,1.64,192.83,16.66,7.07,0
rupnagar,2020,3,18.84,18.84,13.04,71.37,2.84,61.29,6.99,0.0,0.0,20.16,8.63,241.57,1013.05,48.97,2.09,214.48,18.53,7.71,0
rupnagar,2020,4,24.92,24.77,14.63,56.59,2.08,50.0,3.61,0.0,0.0,19.75,8.66,242.04,1009.55,42.14,2.42,267.23,23.08,8.83,0
rupnagar,2020,5,29.25,29.21,15.89,48.76,3.85,64.52,5.65,0.0,0.0,23.04,10.23,237.56,1004.32,35.69,2.42,288.76,24.92,9.32,0
rupnagar,2020,6,31.2,34.66,21.83,59.71,3.22,73.33,5.7,0.0,0.0,19.19,8.35,208.04,1000.49,28.09,2.26,285.89,24.68,8.7,0
rupnagar,2020,7,30.07,36.95,25.74,78.95,9.88,93.55,11.02,0.0,0.0,16.46,9.58,198.3,1000.58,55.97,2.56,227.33,19.65,7.52,0
rupnagar,2020,8,29.6,37.14,26.17,83.41,11.42,100.0,11.29,0.0,0.0,15.95,9.97,152.37,1000.56,71.3,2.84,182.0,15.71,6.71,1
rupnagar,2020,9,29.63,35.39,24.88,77.86,0.53,43.33,3.89,0.0,0.0,16.54,9.77,263.95,1004.45,35.52,2.85,226.69,19.58,7.77,1
rupnagar,2020,10,25.04,25.02,14.63,56.7,0.01,3.23,0.13,0.0,0.0,15.54,8.58,311.56,1009.13,3.85,2.6,216.45,18.68,7.68,0
rupnagar,2020,11,17.54,17.46,10.29,66.52,0.67,16.67,1.94,0.0,0.0,14.72,6.39,260.33,1016.7,26.79,1.79,161.6,13.96,6.23,0
rupnagar,2020,12,12.93,12.71,8.5,77.26,0.42,12.9,1.08,0.0,0.0,14.61,6.4,275.71,1017.1,33.35,1.38,148.84,12.84,5.87,0
sahibzadaajitsinghnagar(mohali),2017,1,13.38,13.29,9.19,77.95,4.43,41.94,4.97,0.0,0.0,17.26,9.33,253.5,1017.93,44.27,1.89,136.97,11.85,5.48,5
sahibzadaajitsinghnagar(mohali),2017,2,17.25,17.24,11.29,71.47,0.2,17.86,2.38,0.0,0.0,20.84,11.61,271.43,1015.8,38.18,2.45,194.52,16.79,7.07,6
sahibzadaajitsinghnagar(mohali),2017,3,21.54,21.35,10.33,53.25,0.91,25.81,3.9,0.0,0.0,25.48,13.41,283.96,1011.37,36.74,3.27,245.29,21.18,8.45,8
sahibzadaajitsinghnagar(mohali),2017,4,29.41,28.67,10.01,33.44,0.43,40.0,3.33,0.0,0.0,26.73,14.56,222.2,1006.09,21.98,3.24,288.52,24.89,9.4,4
sahibzadaajitsinghnagar(mohali),2017,5,32.15,31.97,14.13,36.34,0.68,74.19,4.3,0.0,0.0,24.62,11.61,218.32,1003.73,32.94,2.79,288.18,24.88,9.13,10
sahibzadaajitsinghnagar(mohali),2017,6,31.21,33.55,20.34,58.05,5.03,63.33,8.19,0.0,0.0,21.41,12.28,229.64,1000.45,37.84,3.07,263.11,22.7,8.43,15
sahibzadaajitsinghnagar(mohali),2017,7,30.35,36.25,24.79,73.17,5.47,96.77,12.1,0.0,0.0,19.03,9.85,183.97,1000.3,68.89,3.03,204.86,17.7,6.94,16
sahibzadaajitsinghnagar(mohali),2017,8,29.05,34.47,25.38,81.23,14.55,90.32,10.35,0.0,0.0,17.06,8.2,196.05,1001.76,63.44,2.82,195.21,16.85,6.87,18
sahibzadaajitsinghnagar(mohali),2017,9,27.92,30.54,23.22,77.21,4.76,43.33,5.14,0.0,0.0,16.12,9.81,285.72,1006.08,34.57,3.06,211.73,18.28,7.3,16
sahibzadaajitsinghnagar(mohali),2017,10,25.37,25.69,16.29,60.02,0.02,12.9,0.54,0.0,0.0,15.51,7.94,223.69,1009.58,2.77,2.65,212.52,18.34,7.58,10
sahibzadaajitsinghnagar(mohali),2017,11,17.92,17.92,11.89,70.17,0.01,10.0,0.56,0.0,0.0,15.25,6.43,244.74,1014.95,13.95,1.48,166.77,14.4,6.43,10
sahibzadaajitsinghnagar(mohali),2017,12,14.54,14.51,9.55,74.34,0.71,12.9,1.21,0.0,0.0,15.92,7.04,305.66,1017.45,29.17,1.47,145.19,12.54,5.74,10
sahibzadaajitsinghnagar(mohali),2018,1,12.67,12.52,7.35,72.75,0.28,3.23,0.54,0.0,0.0,18.52,8.4,296.4,1015.12,16.51,1.4,158.97,13.56,6.13,8
sahibzadaajitsinghnagar(mohali),2018,2,17.21,17.17,8.32,59.41,1.29,17.86,1.64,0.0,0.0,20.51,9.53,305.5,1015.12,36.53,2.19,196.89,16.99,7.18,7
sahibzadaajitsinghnagar(mohali),2018,3,22.95,22.64,10.81,49.72,0.1,25.81,1.48,0.0,0.0,23.02,10.15,271.06,1010.69,22.18,2.39,245.12,21.16,8.39,7
sahibzadaajitsinghnagar(mohali),2018,4,27.96,27.5,12.8,42.71,1.35,53.33,4.44,0.0,0.0,24.78,10.02,214.5,1007.14,27.66,2.37,272.15,23.53,9.1,7
sahibzadaajitsinghnagar(mohali),2018,5,31.67,31.17,12.95,35.81,0.91,48.39,3.09,0.0,0.0,25.24,11.05,239.24,1003.44,25.79,2.25,300.57,25.94,9.39,7
sahibzadaajitsinghnagar(mohali),2018,6,31.8,34.83,21.37,56.55,5.82,63.33,6.25,0.0,0.0,21.53,9.32,204.65,998.34,35.83,2.21,262.45,22.67,8.17,12
sahibzadaajitsinghnagar(mohali),2018,7,29.65,34.89,24.82,76.29,7.56,87.1,10.89,0.0,0.0,17.71,7.3,194.33,998.02,64.8,2.31,199.8,17.26,7.0,22
sahibzadaajitsinghnagar(mohali),2018,8,28.87,33.93,25.26,81.55,8.19,100.0,14.38,0.0,0.0,17.02,6.34,198.95,999.92,76.85,2.26,179.25,15.46,6.39,16
sahibzadaajitsinghnagar(mohali),2018,9,26.99,29.13,23.07,80.28,10.32,76.67,10.14,0.0,0.0,17.39,7.22,222.34,1006.19,49.7,2.28,188.19,16.27,6.73,5
sahibzadaajitsinghnagar(mohali),2018,10,23.27,23.33,15.15,63.11,0.37,16.13,0.94,0.0,0.0,15.12,7.44,229.77,1012.84,10.19,2.61,213.5,18.44,7.68,3
sahibzadaajitsinghnagar(mohali),2018,11,18.72,18.7,11.67,66.78,0.31,16.67,1.39,0.0,0.0,17.19,9.06,217.11,1015.74,29.37,2.68,165.86,14.31,6.33,1
sahibzadaajitsinghnagar(mohali),2018,12,13.0,12.9,7.65,73.15,0.36,9.68,1.34,0.0,0.0,16.5,7.45,279.01,1018.06,15.25,2.04,153.47,13.22,5.9,0
sahibzadaajitsinghnagar(mohali),2019,1,12.55,12.41,7.5,73.4,0.7,38.71,4.57,0.0,0.0,18.2,7.97,245.04,1018.96,42.47,1.7,142.02,12.25,5.65,8
sahibzadaajitsinghnagar(mohali),2019,2,15.05,15.02,11.17,79.91,1.78,57.14,6.4,0.0,0.0,20.34,10.4,220.2,1016.3,58.98,2.16,169.54,14.65,6.43,7
sahibzadaajitsinghnagar(mohali),2019,3,19.34,19.26,11.86,65.8,0.75,41.94,4.03,0.0,0.0,19.57,9.79,304.63,1013.61,39.32,2.74,228.48,19.7,7.94,7
sahibzadaajitsinghnagar(mohali),2019,4,27.89,27.49,13.47,45.39,1.31,40.0,3.06,0.0,0.0,23.99,11.76,247.89,1008.06,38.28,2.83,275.29,23.78,9.03,7
sahibzadaajitsinghnagar(mohali),2019,5,31.15,30.2,11.09,33.53,1.01,38.71,3.23,0.0,0.0,24.01,13.54,300.63,1004.82,33.7,3.36,302.12,26.07,9.58,7
sahibzadaajitsinghnagar(mohali),2019,6,33.29,34.45,17.38,42.24,1.29,53.33,3.47,0.0,0.0,23.59,14.52,226.05,1000.6,31.14,3.34,299.24,25.8,9.03,22
sahibzadaajitsinghnagar(mohali),2019,7,29.48,36.7,26.47,85.82,10.47,96.77,10.08,0.0,0.0,18.87,10.24,139.99,999.65,64.02,3.01,200.36,17.32,6.74,41
sahibzadaajitsinghnagar(mohali),2019,8,29.21,37.05,26.97,88.71,8.69,93.55,13.71,0.0,0.0,15.66,9.01,161.49,1001.9,68.26,3.15,187.12,16.13,6.81,36
sahibzadaajitsinghnagar(mohali),2019,9,28.93,34.17,25.09,80.74,5.35,96.67,13.19,0.0,0.0,14.99,8.33,179.12,1006.65,50.14,2.9,188.07,16.24,6.77,15
sahibzadaajitsinghnagar(mohali),2019,10,24.85,25.5,19.32,73.79,0.1,22.58,1.34,0.0,0.0,16.67,8.32,220.11,1013.03,21.2,2.94,199.5,17.23,7.13,7
sahibzadaajitsinghnagar(mohali),2019,11,19.26,19.27,13.56,71.67,1.5,30.0,3.75,0.0,0.0,17.13,7.31,258.29,1015.37,41.91,1.95,149.65,12.93,5.97,5
sahibzadaajitsinghnagar(mohali),2019,12,11.91,11.81,8.86,82.61,1.12,12.9,1.75,0.0,0.0,15.64,6.55,286.13,1018.83,34.17,1.23,137.38,11.84,5.55,0
sahibzadaajitsinghnagar(mohali),2020,1,12.02,11.89,8.56,80.73,1.95,48.39,7.66,0.0,0.0,17.44,7.75,239.12,1017.78,53.34,1.46,131.05,11.31,5.39,2
sahibzadaajitsinghnagar(mohali),2020,2,15.75,15.69,10.12,71.54,0.16,31.03,2.01,0.0,0.0,20.42,9.09,284.58,1016.99,29.02,1.9,193.52,16.71,7.0,2
sahibzadaajitsinghnagar(mohali),2020,3,19.62,19.6,12.35,65.28,2.54,51.61,5.24,0.0,0.0,22.89,9.84,233.47,1013.21,46.64,2.32,216.72,18.71,7.71,2
sahibzadaajitsinghnagar(mohali),2020,4,25.93,25.62,13.3,48.78,2.07,43.33,3.06,0.0,0.0,21.88,9.69,246.4,1009.75,41.61,2.54,268.77,23.18,8.87,2
sahibzadaajitsinghnagar(mohali),2020,5,29.93,29.79,15.02,44.16,3.87,54.84,4.17,0.0,0.0,24.96,11.22,238.12,1004.64,34.65,2.58,292.02,25.24,9.29,2
sahibzadaajitsinghnagar(mohali),2020,6,31.38,34.76,21.49,57.84,3.41,63.33,4.72,0.0,0.0,21.09,9.27,208.4,1000.9,29.08,2.52,284.23,24.54,8.57,6
sahibzadaajitsinghnagar(mohali),2020,7,30.32,37.55,25.9,78.75,9.89,96.77,12.23,0.0,0.0,18.2,9.91,210.55,1000.93,56.21,2.9,221.25,19.12,7.23,3
sahibzadaajitsinghnagar(mohali),2020,8,29.89,38.07,26.37,83.34,12.67,100.0,12.77,0.0,0.0,17.07,10.25,148.63,1000.91,71.77,3.11,180.57,15.6,6.61,1
sahibzadaajitsinghnagar(mohali),2020,9,30.06,36.53,25.2,77.65,0.25,36.67,2.5,0.0,0.0,19.43,10.24,264.99,1004.75,34.71,3.14,227.02,19.6,7.67,0
sahibzadaajitsinghnagar(mohali),2020,10,25.66,25.65,14.32,53.53,0.0,0.0,0.0,0.0,0.0,17.65,8.89,311.97,1009.32,2.38,2.92,216.78,18.72,7.65,1
sahibzadaajitsinghnagar(mohali),2020,11,17.86,17.8,10.31,64.29,0.6,20.0,1.25,0.0,0.0,15.73,6.89,269.91,1016.9,21.91,2.14,163.81,14.15,6.3,0
sahibzadaajitsinghnagar(mohali),2020,12,13.27,13.09,8.71,75.87,0.55,12.9,1.21,0.0,0.0,16.22,7.01,271.42,1017.22,23.04,1.51,151.35,13.05,5.97,0
sangrur,2017,1,12.98,12.78,9.69,82.28,2.21,35.48,2.82,0.0,0.0,14.97,6.67,237.1,1017.98,42.23,1.5,140.83,12.17,5.65,0
sangrur,2017,2,16.8,16.76,11.06,72.24,0.31,14.29,1.94,0.0,0.0,16.9,7.84,281.47,1015.8,33.33,2.04,198.72,17.18,7.29,0
sangrur,2017,3,21.29,21.18,11.92,59.54,1.1,22.58,2.69,0.0,0.0,18.87,8.35,273.75,1011.14,26.17,2.33,247.23,21.36,8.61,0
sangrur,2017,4,29.63,29.17,11.99,37.61,1.03,26.67,1.81,0.0,0.0,22.5,10.73,213.54,1005.17,16.2,2.21,292.55,25.22,9.57,0
sangrur,2017,5,33.14,33.6,16.06,38.87,0.44,70.97,4.97,0.0,0.0,21.14,9.48,168.44,1002.76,28.13,1.89,296.28,25.58,9.39,0
sangrur,2017,6,31.98,34.91,21.34,57.97,4.78,60.0,6.94,0.0,0.0,19.41,9.24,215.25,999.34,31.98,2.1,266.15,23.0,8.33,0
sangrur,2017,7,31.19,38.9,25.94,74.62,3.53,93.55,12.77,0.0,0.0,18.89,8.39,135.65,998.98,58.82,2.27,233.52,20.17,7.9,1
sangrur,2017,8,30.41,37.63,25.98,78.26,13.83,87.1,11.56,0.0,0.0,17.27,7.64,158.41,1000.59,56.12,2.24,212.53,18.34,7.39,1
sangrur,2017,9,29.19,32.43,23.29,73.04,4.84,36.67,4.03,0.0,0.0,14.77,6.44,241.84,1004.97,25.36,2.21,220.64,19.03,7.53,1
sangrur,2017,10,26.69,26.97,17.24,59.83,0.0,0.0,0.0,0.0,0.0,14.45,6.56,173.48,1008.78,1.67,1.81,214.14,18.47,7.65,3
sangrur,2017,11,18.28,18.28,12.87,73.61,0.12,10.0,1.53,0.0,0.0,13.61,5.98,230.59,1014.78,15.88,0.96,166.71,14.37,6.3,0
sangrur,2017,12,14.33,14.18,9.02,73.73,0.58,6.45,0.4,0.0,0.0,14.59,7.03,291.41,1017.63,26.31,1.08,147.88,12.75,5.71,0
sangrur,2018,1,12.7,12.39,8.09,77.06,0.58,3.23,0.4,0.0,0.0,15.16,7.15,260.15,1015.36,18.33,0.95,159.14,13.55,6.19,1
sangrur,2018,2,16.66,16.56,10.45,70.07,0.84,17.86,2.23,0.0,0.0,16.11,7.76,253.78,1015.22,33.77,1.62,198.09,17.1,7.25,1
sangrur,2018,3,22.67,22.63,14.4,62.89,0.15,25.81,1.48,0.0,0.0,17.27,8.01,287.11,1010.64,17.63,2.3,248.89,21.5,8.48,1
sangrur,2018,4,28.45,28.45,15.01,48.29,0.49,53.33,4.58,0.0,0.0,21.19,9.37,200.02,1006.71,24.65,2.28,284.42,24.54,9.27,1
sangrur,2018,5,32.38,32.68,15.59,40.1,0.66,48.39,3.5,0.0,0.0,21.72,10.06,212.16,1002.81,22.06,2.13,305.95,26.43,9.65,1
sangrur,2018,6,32.88,36.86,22.23,56.81,5.46,60.0,5.0,0.0,0.0,21.55,10.13,184.73,997.53,30.66,2.02,264.62,22.85,8.3,1
sangrur,2018,7,30.39,37.68,26.07,78.8,8.81,90.32,14.11,0.0,0.0,16.31,7.74,176.63,997.29,56.88,2.27,217.38,18.8,7.26,4
sangrur,2018,8,29.92,37.29,26.39,82.15,5.87,80.65,14.38,0.0,0.0,15.02,6.65,155.51,999.13,71.08,2.23,206.89,17.83,7.35,3
sangrur,2018,9,27.75,31.07,24.27,82.5,12.36,60.0,7.08,0.0,0.0,15.18,6.88,184.92,1005.61,45.69,2.32,194.06,16.79,6.9,2
sangrur,2018,10,23.95,24.35,17.74,70.88,0.2,16.13,1.21,0.0,0.0,13.37,6.5,191.83,1012.25,8.7,2.25,212.22,18.35,7.68,1
sangrur,2018,11,18.96,18.97,12.79,70.35,0.28,16.67,1.8,0.0,0.0,15.27,7.13,195.86,1015.27,19.91,1.26,169.35,14.64,6.43,0
sangrur,2018,12,12.85,12.54,8.73,78.68,1.65,16.13,2.02,0.0,0.0,13.45,6.29,239.22,1018.03,11.23,1.14,153.55,13.27,5.9,0
sangrur,2019,1,12.06,11.73,8.14,78.97,0.96,25.81,2.69,0.0,0.0,14.06,6.65,218.9,1019.12,36.54,1.12,152.48,13.17,5.9,1
sangrur,2019,2,14.59,14.5,11.03,80.76,2.71,57.14,8.04,0.0,0.0,16.58,7.71,206.9,1016.2,52.05,1.48,176.02,15.21,6.71,0
sangrur,2019,3,19.25,19.22,12.82,69.42,0.67,35.48,3.09,0.0,0.0,17.24,7.84,270.89,1013.52,32.26,2.12,231.46,20.03,8.1,0
sangrur,2019,4,27.65,27.72,16.07,53.74,1.55,33.33,2.5,0.0,0.0,18.77,8.82,210.84,1007.53,33.3,2.3,279.25,24.12,9.2,0
sangrur,2019,5,31.15,31.01,15.0,41.83,1.03,45.16,4.3,0.0,0.0,19.75,8.79,232.82,1003.88,26.96,2.35,300.72,25.98,9.32,0
sangrur,2019,6,34.19,36.48,19.14,45.12,1.25,40.0,2.92,0.0,0.0,21.22,9.35,211.97,999.1,20.02,2.34,295.13,25.52,9.03,1
sangrur,2019,7,30.56,36.94,25.36,75.47,12.86,90.32,11.69,0.0,0.0,18.53,7.65,125.79,997.99,57.06,2.17,215.66,18.62,7.32,2
sangrur,2019,8,29.96,37.35,26.34,81.57,11.14,90.32,16.26,0.0,0.0,15.66,6.93,119.98,1000.42,62.22,2.28,209.7,18.08,7.48,2
sangrur,2019,9,29.63,35.59,25.25,78.52,8.16,73.33,6.39,0.0,0.0,15.89,7.58,102.05,1005.19,33.0,2.21,210.98,18.23,7.37,1
sangrur,2019,10,25.38,25.7,18.23,67.49,0.55,29.03,1.48,0.0,0.0,16.55,6.95,196.44,1012.03,16.7,1.88,196.83,17.0,7.06,0
sangrur,2019,11,19.53,19.53,13.88,72.49,2.1,33.33,2.5,0.0,0.0,16.37,7.31,228.45,1015.22,36.63,1.29,150.3,13.0,5.97,0
sangrur,2019,12,11.56,11.3,8.85,85.01,0.2,9.68,0.67,0.0,0.0,13.34,6.34,241.01,1018.97,40.33,0.68,134.31,11.59,5.39,0
sangrur,2020,1,11.54,11.25,8.69,84.22,1.41,38.71,3.23,0.0,0.0,15.3,7.02,242.39,1017.92,48.02,0.89,139.03,12.02,5.68,1
sangrur,2020,2,15.47,15.32,10.66,75.5,0.44,13.79,1.72,0.0,0.0,17.9,8.35,221.26,1017.03,26.14,1.19,198.11,17.09,7.17,1
sangrur,2020,3,19.55,19.55,14.42,74.68,3.69,48.39,4.17,0.0,0.0,18.51,8.43,205.31,1013.02,44.34,1.99,215.72,18.62,7.9,1
sangrur,2020,4,26.37,26.34,15.79,56.52,2.08,46.67,2.78,0.0,0.0,20.64,9.06,226.12,1009.45,38.23,2.42,273.71,23.61,8.93,1
sangrur,2020,5,30.51,30.83,16.71,48.49,3.66,48.39,5.65,0.0,0.0,21.83,10.1,174.16,1004.06,31.39,2.41,290.78,25.13,9.45,0
sangrur,2020,6,31.76,36.7,23.31,63.12,2.51,63.33,4.44,0.0,0.0,17.67,8.15,128.54,1000.1,23.35,2.44,282.1,24.33,8.67,0
sangrur,2020,7,30.89,38.15,25.87,76.0,11.87,87.1,13.98,0.0,0.0,17.9,8.01,142.26,999.86,44.76,2.28,237.77,20.52,7.65,1
sangrur,2020,8,30.19,38.05,26.52,81.44,5.69,96.77,15.19,0.0,0.0,18.75,8.31,128.77,999.65,59.11,2.35,198.7,17.13,7.06,0
sangrur,2020,9,30.94,35.94,23.83,68.45,0.83,33.33,6.25,0.0,0.0,16.58,6.84,201.38,1003.68,22.71,2.32,223.32,19.28,7.83,0
sangrur,2020,10,25.44,25.41,14.76,55.62,0.0,0.0,0.0,0.0,0.0,14.45,6.72,273.47,1008.82,2.39,1.95,218.12,18.84,7.71,0
sangrur,2020,11,17.7,17.62,10.73,67.03,0.5,13.33,0.56,0.0,0.0,14.04,6.58,260.41,1016.94,17.16,1.3,169.19,14.6,6.4,0
sangrur,2020,12,12.99,12.7,9.23,80.12,0.4,9.68,0.54,0.0,0.0,14.18,6.59,279.51,1017.47,19.88,0.93,154.45,13.35,5.97,0
shrmukatsarsahib,2017,1,13.13,12.85,8.97,78.17,1.0,32.26,7.12,0.0,0.0,14.02,6.51,196.17,1018.11,47.91,,134.29,11.59,5.39,0
shrmukatsarsahib,2017,2,17.72,17.57,8.67,61.05,0.19,17.86,2.68,0.0,0.0,17.52,8.4,236.06,1015.93,32.12,,200.86,17.36,7.29,2
shrmukatsarsahib,2017,3,22.45,22.25,10.51,51.23,0.51,29.03,3.63,0.0,0.0,18.34,8.51,213.88,1011.42,30.09,,242.81,20.97,8.55,2
shrmukatsarsahib,2017,4,30.46,29.81,11.62,34.95,0.35,33.33,2.64,0.0,0.0,21.73,10.69,200.83,1005.25,15.77,,290.25,25.06,9.5,3
shrmukatsarsahib,2017,5,34.1,34.32,15.32,34.8,0.45,45.16,3.76,0.0,0.0,20.22,9.56,188.28,1002.75,29.65,,297.36,25.7,9.39,4
shrmukatsarsahib,2017,6,32.83,36.33,21.69,55.88,2.83,56.67,15.97,0.0,0.0,18.65,8.93,166.09,999.16,25.68,,270.45,23.36,8.5,4
shrmukatsarsahib,2017,7,32.79,40.12,25.05,65.37,2.35,87.1,19.22,0.0,0.0,17.9,8.27,131.07,998.48,47.41,,231.92,20.02,7.81,8
shrmukatsarsahib,2017,8,32.96,39.29,24.26,62.44,3.05,83.87,21.37,0.0,0.0,18.33,8.39,155.4,999.99,49.68,,219.27,18.93,7.61,9
shrmukatsarsahib,2017,9,30.39,33.55,22.26,64.66,1.43,43.33,11.25,0.0,0.0,14.1,5.83,189.42,1004.88,13.51,,227.56,19.64,7.77,6
shrmukatsarsahib,2017,10,27.49,27.69,16.87,55.65,0.02,9.68,0.4,0.0,0.0,12.92,6.19,148.48,1008.68,1.55,,213.88,18.47,7.58,7
shrmukatsarsahib,2017,11,18.35,18.32,12.47,71.62,0.14,6.67,1.39,0.0,0.0,12.29,6.0,227.48,1014.88,15.88,,165.67,14.28,6.27,0
shrmukatsarsahib,2017,12,14.61,14.36,7.29,65.5,0.54,9.68,3.63,0.0,0.0,13.48,6.71,262.69,1017.9,25.63,,150.05,12.97,5.87,0
shrmukatsarsahib,2018,1,13.24,12.86,7.29,70.83,0.38,6.45,1.61,0.0,0.0,13.31,6.71,192.82,1015.4,18.87,,161.42,13.64,6.16,3
shrmukatsarsahib,2018,2,17.13,16.99,9.07,62.8,0.29,10.71,3.72,0.0,0.0,15.81,7.8,241.48,1015.49,35.79,,197.79,17.08,7.25,2
shrmukatsarsahib,2018,3,23.4,23.16,13.4,57.32,0.45,22.58,4.97,0.0,0.0,17.05,8.0,215.67,1010.96,18.7,,246.85,21.34,8.39,2
shrmukatsarsahib,2018,4,29.56,29.22,13.91,42.58,0.47,46.67,6.25,0.0,0.0,20.46,9.46,167.1,1006.81,27.68,,282.64,24.41,9.23,3
shrmukatsarsahib,2018,5,33.55,33.32,14.08,33.89,0.52,48.39,5.11,0.0,0.0,20.11,9.82,179.04,1002.9,18.76,,307.05,26.51,9.65,3
shrmukatsarsahib,2018,6,34.13,37.92,21.71,51.5,2.94,46.67,11.81,0.0,0.0,19.96,9.55,161.59,997.34,25.72,,270.64,23.4,8.3,4
shrmukatsarsahib,2018,7,31.52,39.46,25.95,73.55,4.92,83.87,30.65,0.0,0.0,16.14,7.36,173.41,996.89,43.67,,239.82,20.74,7.97,9
shrmukatsarsahib,2018,8,31.94,38.94,25.09,68.33,1.87,74.19,16.67,0.0,0.0,16.21,7.82,175.98,998.56,63.62,,228.51,19.75,7.94,3
shrmukatsarsahib,2018,9,29.89,33.11,22.39,66.67,2.29,63.33,11.25,0.0,0.0,16.23,7.1,148.24,1005.27,31.73,,211.51,18.26,7.33,2
shrmukatsarsahib,2018,10,25.54,25.58,16.23,59.81,0.35,32.26,2.69,0.0,0.0,14.22,6.42,108.47,1012.14,10.55,,210.1,18.13,7.61,1
shrmukatsarsahib,2018,11,20.02,19.97,11.77,62.44,0.11,13.33,0.83,0.0,0.0,15.06,7.23,194.79,1015.27,20.21,,169.48,14.63,6.43,0
shrmukatsarsahib,2018,12,13.51,13.1,8.0,72.59,0.65,16.13,5.78,0.0,0.0,12.46,6.25,196.04,1018.07,11.95,,152.32,13.16,5.9,1
shrmukatsarsahib,2019,1,12.18,11.79,7.32,74.87,1.48,35.48,9.95,0.0,0.0,13.35,6.54,197.99,1019.39,39.01,,149.48,12.93,5.84,4
shrmukatsarsahib,2019,2,14.44,14.26,9.9,76.48,1.71,53.57,15.33,0.0,0.0,16.03,7.3,202.03,1016.34,45.86,,176.69,15.26,6.75,3
shrmukatsarsahib,2019,3,19.94,19.84,11.4,62.01,0.87,29.03,7.39,0.0,0.0,16.92,8.07,231.36,1013.81,35.19,,227.56,19.67,8.06,4
shrmukatsarsahib,2019,4,28.21,28.09,15.29,49.73,1.34,46.67,7.36,0.0,0.0,18.9,9.38,168.94,1007.84,40.29,,278.39,24.01,9.17,4
shrmukatsarsahib,2019,5,31.67,31.56,15.06,40.55,0.73,45.16,5.38,0.0,0.0,17.82,8.35,214.8,1004.26,30.72,,298.97,25.84,9.42,3
shrmukatsarsahib,2019,6,34.78,37.09,19.02,43.58,0.57,53.33,7.22,0.0,0.0,18.88,8.9,190.23,999.09,16.89,,294.55,25.44,9.23,8
shrmukatsarsahib,2019,7,32.08,39.03,25.11,68.48,3.49,77.42,21.1,0.0,0.0,17.63,8.54,130.64,997.35,47.86,,235.78,20.36,7.74,8
